8
1,2,3,3,3,3,4,4
1,1,0,0,0,1,0,1
14
5,5,5,5,5,5,5,6,6,6,6,6,6,6
0,0,0,0,0,1,1,0,0,0,1,0,0,0
37
1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,7,8,8,8,9,9,5,5,5,10,11,12,13,13,13,13,13
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1
3
1,2,3
1,1,1
67
1,2,2,2,3,4,4,7,8,9,5,10,11,11,12,13,13,14,15,15,15,15,15,15,15,16,17,15,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,21,21,22,22,22,23,6,6,6,6,6,6,6,24,24,25,26,27
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
49
28,28,28,28,28,28,1,1,2,28,28,28,29,29,1,1,2,2,3,4,4,7,8,9,9,5,5,5,10,11,11,12,13,13,13,13,13,13,13,14,15,16,17,17,17,18,19,19,20
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
71
9,1,2,3,3,3,3,4,4,7,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,15,16,16,16,16,17,17,17,18,18,18,18
1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1
31
1,1,1,2,3,4,7,8,9,5,10,11,11,12,13,14,15,15,16,16,17,18,19,20,21,22,23,24,27,30,30
0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
3
1,1,1
0,0,1
6
1,2,3,4,4,4
1,1,1,0,0,0
38
1,2,3,4,7,8,9,5,10,11,12,13,14,15,16,17,18,19,20,31,31,22,21,23,6,24,25,26,32,33,34,35,31,27,36,36,36,36
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
10
1,1,2,3,3,4,4,7,8,9
0,1,1,0,1,0,1,1,1,1
137
28,1,1,2,1,1,3,3,4,8,8,9,5,5,10,10,11,11,12,12,13,13,13,14,15,15,15,15,16,17,17,18,19,20,21,22,22,23,23,6,24,25,26,37,38,39,32,32,40,41,33,34,36,42,43,43,44,45,46,47,48,48,48,49,35,50,51,52,53,54,55,56,57,58,59,60,60,61,61,62,63,64,65,66,66,66,66,30,13,15,19,19,31,31,22,6,27,32,40,34,34,36,36,36,36,36,43,48,48,48,50,52,55,55,62,63,63,64,64,65,40,28,15,19,29,29,29,67,29,67,28,29,68,68,68,68,68
1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
7
1,1,2,2,2,2,2
0,1,0,0,0,0,0
25
1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,7,7,7,8,9
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
17
1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18
1,2,2,1,1,1,1,1,3,3,4,4,4,4,7,9,9,9
0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
15
1,1,1,2,3,3,4,7,7,7,7,7,7,7,8
0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
6
1,2,2,2,2,2
1,0,0,0,0,0
1
28
0
2
1,2
1,1
69
1,2,2,2,2,2,3,7,4,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,10,10,10,10,5,5,11,11,11,11,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14
1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
49
1,2,2,2,3,4,4,7,7,7,8,9,2,2,5,10,10,10,10,10,11,11,11,11,11,11,10,10,10,10,10,12,12,13,14,14,15,16,10,17,17,17,17,10,10,11,11,11,11
